company	current_location	ssn	name	mail	user_id	residence	username	birthdate	address	registration	blood_group	station_ID
Galvan Ltd	(Decimal('-42.5512225'), Decimal('-119.367471'))	682-36-8304	Jennifer Harris	robertsmaureen@hotmail.com	2150		patricia48	1972-03-13	"192 Torres Brooks
Gonzalezborough, NV 72335"	09/13/2020, 00:00:00	B-	487
小川農林株式会社	(Decimal('-19.7112785'), Decimal('-159.982967'))	640-22-6171	田中 治	shota65@hotmail.com	1996		rei72	2008-02-03	山形県夷隅郡大多喜町西神田22丁目3番18号 羽折町シャルム015	17 Jun 2021	O+	309
小林銀行株式会社	(Decimal('29.3303685'), Decimal('80.074287'))	703-67-3169	山下 浩	nakamuraakemi@gmail.com	1286		rhasegawa	1911-04-18	大分県御蔵島村湯本塩原5丁目6番3号 ハイツ芝浦591	2022-05-31	A-	667
Ferrante SPA	(Decimal('-50.9285725'), Decimal('-151.131742'))	TRTGMM23A24D717J	Ciro Bragaglia	eleanora12@tiscali.it	1735		fiorino03	1916-07-09	"Via Caterina, 181 Piano 9
90135, Palermo (PA)"	2023/07/23	O+	249
有限会社松本情報	(Decimal('7.4978425'), Decimal('-149.253434'))	401-73-8250	清水 直人	saitomomoko@yahoo.com	1741		mikikimura		沖縄県白井市三ノ輪25丁目12番18号 上高野クレスト511	16 Apr 2025	AB-	270
伊藤農林株式会社		160-88-5202	石川 明美	ksakamoto@gmail.com	1971		hiroshiikeda	1972-05-12	徳島県印旛郡酒々井町千束32丁目27番6号	2019-04-08	AB+	182
Eberth KG	(Decimal('-3.723565'), Decimal('-87.300925'))	883-97-7951	Univ.Prof. Hans Hettner B.Sc.	oaumann@aol.de	1306		schweitzergiuseppe	1930-10-09	"Dowergring 231
45579 Fulda"	2022/01/04	B-	210
da Mota	(Decimal('14.121413'), Decimal('126.414137'))	20965438198	Murilo Vargas	da-luzjoaquim@bol.com.br	1544		rochadavi-lucca		"Colônia de Campos, 59
São Salvador
24511005 Machado Verde / PE"	2021-03-03	A-	590
da Cruz S/A	(Decimal('-86.171263'), Decimal('-85.550563'))	86457203965	Murilo Moreira	claraborges@bol.com.br	2002		oliveiraamanda	1934-08-15	"Parque Carolina Borges, 17
Nova America
15766798 Dias / MA"	07/31/2019, 00:00:00	A-	459
Ciani, Valguarnera e Cattaneo s.r.l.	(Decimal('18.4839025'), Decimal('20.882549'))	MRTMRN00D46B409K	Daria Marazzi	biagio42@hotmail.com	2168		rosariadona	1972-06-22	"Incrocio Angelo, 63 Piano 5
32043, Cortina D'Ampezzo (BL)"	2024-04-28	O-	58
Fisher-Reid	(Decimal('64.765944'), Decimal('179.758675'))	128-95-4050	April Mcdowell	ariassheila@yahoo.com	896		shawnrose	1938-02-02		2023-02-01	O+	95
Scholz AG	(Decimal('26.6733095'), Decimal('18.286111'))	445-37-1824	Lucia Wesack	zenon71@yahoo.de	1132		etrueb		"Jacobi Jäckelstr. 1/6
08358 Ilmenau"	2024/07/11	AB+	570
合同会社田中印刷	(Decimal('40.229145'), Decimal('100.488517'))	718-89-4746	坂本 春香	naokoota@yahoo.com	1839		wyamada	2011-10-20	佐賀県印旛郡栄町下宇和田32丁目5番20号	2022-10-02	AB-	131
Cruz, Good and Moran	(Decimal('-56.9671305'), Decimal('76.282463'))	388-35-1067	Beth Lester	laurie22@hotmail.com	1103		jonesryan		"0061 Thomas Island
Stefaniemouth, MS 88018"	04/13/2025, 00:00:00	B-	464
Casa Grande	(Decimal('25.503363'), Decimal('1.994747'))	03617985475	Théo Araújo	uda-paz@ig.com.br	1454		ada-rosa		"Fazenda Gael Henrique Garcia, 71
Jardim Atlântico
60043595 Araújo Alegre / PE"	2021-08-12	A+	54
Comolli, Trobbiani e Toscanini SPA	(Decimal('-57.772999'), Decimal('-31.514976'))	PSTRAI35T04I975P	Elvira Jovinelli	chigimichelangelo@gmail.com	820		zcolletti	1922-12-23	"Stretto Ligorio, 14 Piano 3
13038, Tricerro (VC)"	2022-06-30	B+	627
Barbosa Ribeiro Ltda.	(Decimal('47.9939135'), Decimal('20.728694'))	40319287696	Paulo Vasconcelos	oliverpeixoto@gmail.com	179		dsantos	1987-01-27	"Favela Viana, 77
Tupi A
20398-859 Ramos / SC"	31 Oct 2020	AB-	370
Machado - ME	(Decimal('38.066138'), Decimal('8.976322'))	45972813637	Yan Lopes	aparecidakaique@hotmail.com	856		gcassiano	1927-09-27	"Chácara de Jesus, 89
Bandeirantes
14875470 Barros do Campo / PA"	2021-12-12	A+	67
合同会社田中食品		467-72-6469	山崎 幹	naokotanaka@hotmail.com	670		haruka66		山形県横浜市磯子区権現堂10丁目25番6号 横林シティ035	04 Mar 2021	O+	186
Abate, Piacentini e Giannotti e figli	(Decimal('-25.4323555'), Decimal('179.940089'))	PRRGGL41R51A194X	Matteo Alboni	dbaglioni@poste.it	1080		francesca51		"Viale Armani, 79
00074, Nemi (RM)"	2021-10-27	AB-	8
Lee-Vang	(Decimal('-61.2060395'), Decimal('152.443913'))	096-19-8451	Deborah Baker	bhumphrey@yahoo.com	111		hebertchristopher			04 Jan 2020	AB+	546
Plath	(Decimal('-55.512436'), Decimal('-59.757327'))	573-95-3635	Friedlinde Drubin-Stolze	gjaekel@hotmail.de	306		felix48	1916-06-16	"Monica-Stiffel-Allee 1-3
35107 Hohenstein-Ernstthal"	20 Jun 2020	O-	551
Barbarigo, Strangio e Baglioni SPA	(Decimal('57.2870945'), Decimal('59.825822'))	TLNLDI38A10A993W	Gastone Guinizzelli	lattuadairma@virgilio.it	936		htarchetti		"Borgo Lippomano, 1 Piano 4
33086, Montereale Valcellina (PN)"	13 Aug 2024	AB+	370
Dobes	(Decimal('-23.6352435'), Decimal('119.718861'))	868-67-3199	Dipl.-Ing. Cynthia Kade	horst-guenter81@web.de	1874		lachmannfaruk	1918-06-05	"Schulzstr. 6
87222 Wernigerode"	10 Nov 2020	B+	473
Inzaghi, Zacco e Modiano s.r.l.	(Decimal('-49.856631'), Decimal('109.939709'))	BJMLCU25L51C447K	Alberico Bixio	gabriellamorgagni@poste.it	858		albertodona	1997-05-19		27 Mar 2022	AB+	345
Borrani-Natta e figli	(Decimal('34.005433'), Decimal('75.650936'))	FRNLSI71A20E919U	Dott. Dario Druso	cardanosylvia@gmail.com	817		fsandi		"Viale Guarino, 836 Appartamento 4
43055, Mezzano Rondani (PR)"	01/10/2024, 00:00:00	O-	644
Donaldson LLC	(Decimal('21.4480555'), Decimal('-18.079814'))	796-30-8870	Andrew Powers	collinsbrandon@yahoo.com	105		qriley		"5165 Stephanie Village
Penahaven, ND 04107"	2020/09/13	B-	643
Correia	(Decimal('-45.4545115'), Decimal('-94.785477'))	67285109312	Maria Julia da Luz	maria-laurafonseca@bol.com.br	1883		stephany14		"Colônia Martins, 4
Lindéia
56777-650 Porto Verde / PI"	01/11/2024, 00:00:00	AB-	202
Moura	(Decimal('38.1525225'), Decimal('71.291320'))	80637259483	Ana Clara Sales	murilo62@yahoo.com.br	2071		antonio66	1930-01-22		2023/11/06	A+	564
Fernandes e Filhos	(Decimal('-36.408751'), Decimal('-83.823300'))	68137405208	Kamilly Mendonça	eda-mata@hotmail.com	1243		lucas30		"Colônia da Conceição, 15
Lagoinha Leblon
84987873 da Conceição de Minas / SP"	01/15/2023, 00:00:00	B-	93
Thompson-Ryan	(Decimal('-73.6457475'), Decimal('-145.711788'))	203-74-5734	Jacob Frazier	deanwhitney@yahoo.com	1377		ffuller			29 Aug 2021	AB-	378
Hornig Stoll AG	(Decimal('-58.679528'), Decimal('54.163498'))	832-87-5507	Margaretha Klemt	jmielcarek@aol.de	1445		qsiering	1992-05-09	"Heserring 3375
11991 Gifhorn"	03 Apr 2024	B+	628
Zito, Petruzzi e Verri e figli	(Decimal('-19.255457'), Decimal('-50.811527'))	NVNGNL73E64E816Z	Orazio Morpurgo	leonardotarantino@libero.it	1751		maccanellinapoleone	1977-12-14	"Via Goffredo, 79
53020, Montisi (SI)"	2019-02-25	O+	405
合同会社岡田運輸	(Decimal('-4.516014'), Decimal('-170.468765'))	578-34-4261	青木 淳	inoueyui@gmail.com	997		inoueyui	2001-11-16		09 Dec 2022	B+	186
Koch GmbH & Co. KG	(Decimal('-77.0856975'), Decimal('-142.974260'))	852-21-7291	Dipl.-Ing. Lene Geißler B.A.	dbender@yahoo.de	226		ojunken	1952-07-08	"Hübelplatz 38/52
96184 Forchheim"	06 Oct 2023	A+	294
合同会社小林建設	(Decimal('15.159845'), Decimal('46.288514'))	693-12-0208	渡辺 直樹	itokana@gmail.com	2116		yhasegawa		兵庫県大島町中宮祠16丁目13番15号 西神田パーク832	2025-01-12	AB-	604
Garzoni, Soffici e Emanuelli s.r.l.	(Decimal('-33.0824315'), Decimal('179.069277'))	SSMGNN76T05H505O	Flavio Fioravanti	bajamontibenedetto@libero.it	1162		amandagiacconi	1921-10-18	"Contrada Ermanno, 8
00136, Roma (RM)"	22 May 2025	AB-	684
Carvalho	(Decimal('-82.745334'), Decimal('-167.110667'))	53921678455	Ana Cecília Araújo	correiadom@bol.com.br	111		mourayasmin	1940-09-26	"Campo Francisco Aparecida, 402
Pedreira Padro Lopes
36384-219 Viana / SC"	2024-09-15	B+	518
Jones LLC	(Decimal('69.7113675'), Decimal('179.909189'))	443-35-8262	Tammy Reynolds	brendapowell@hotmail.com	42		zvincent		"4306 Rachel Club
Jordanbury, NM 87944"	2020/11/12	AB+	646
Mendes e Filhos	(Decimal('-53.2254075'), Decimal('20.088800'))	70136285902	Luiz Otávio Souza	estherpacheco@gmail.com	1581		gustavo54		"Distrito Vargas, 5
São Vicente
33436388 da Paz de Sales / PE"	2025/09/22	O-	167
Finke Trubin GmbH	(Decimal('-50.8215805'), Decimal('-76.073800'))	007-11-3842	Suzanne Huhn	tebert@gmx.de	531		baehroxana	2015-03-16		2024-04-27	B-	348
da Rocha - ME		09126738503	Sophie Costa	luizapacheco@gmail.com	626		benjamin33	2020-12-03	"Ladeira Ana Laura Machado, 2
Horto Florestal
64366-581 Fogaça / SC"	02/11/2022, 00:00:00	O+	181
佐々木農林株式会社	(Decimal('-61.813241'), Decimal('19.593788'))	163-08-1183	田中 明美	yosuke95@yahoo.com	2025		jmatsumoto	2015-01-25	茨城県新宿区北上野42丁目21番14号	2024/06/07	AB-	299
Bloch		032-90-1768	Dr. Gislinde Steinberg	werner54@web.de	259		carlomatthaei	1997-01-04	"Björn-Gorlitz-Gasse 92-46
84869 Jülich"	07/10/2024, 00:00:00	AB-	617
Zirme Heidrich KG	(Decimal('-34.147103'), Decimal('61.348303'))	171-56-1979	Heinz Dieter Hesse-Dippel	njuettner@yahoo.de	1804		ntrommler			2021/06/03	AB+	98
Caldeira	(Decimal('34.5197475'), Decimal('-9.406677'))	96143270570	Lara Vargas	osales@ig.com.br	207		ana70		"Praça Stephany Nascimento, 41
Vila Cloris
92286-380 Souza / MA"	11/22/2018, 00:00:00	O-	319
Monteiro Camargo Ltda.		79085143675	Fernando Rodrigues	marianeandrade@hotmail.com	1683		krezende		"Campo Peixoto, 948
Eymard
65188471 da Cruz / PE"	06 Oct 2021	A-	515
有限会社松本運輸	(Decimal('-76.6285405'), Decimal('-124.294602'))	319-36-7538	遠藤 里佳	matsumotorika@hotmail.com	315		ryosuke70	1940-02-26	滋賀県立川市三ノ輪2丁目1番15号	2022-01-26	A+	552
Caldeira S.A.	(Decimal('-27.6289345'), Decimal('88.068843'))	12850647390	Olívia da Luz	da-rocharavi@gmail.com	1642		rochadanilo			06 Feb 2023	O-	500
森水産株式会社	(Decimal('-7.8747555'), Decimal('144.610869'))	525-32-8133	佐藤 洋介	yoshidakumiko@hotmail.com	51		akemifujita		京都府青梅市脚折36丁目4番4号 高輪パレス937	2019/12/12	B-	223
佐藤鉱業株式会社	(Decimal('-20.3370225'), Decimal('145.938047'))	486-84-0892	高橋 翼	jendo@hotmail.com	1015		lsuzuki	1986-05-22	熊本県印旛郡本埜村東大和町20丁目20番7号 コーポ蟇沼582	14 Jun 2019	B-	266
Rocha	(Decimal('-10.502839'), Decimal('34.219972'))	01547892676	Heitor Oliveira	mateus29@uol.com.br	358		felipeferreira		"Sítio Mendonça, 49
Jardim América
89245-215 Guerra da Prata / AM"	2019-02-18	A-	110
吉田運輸合同会社	(Decimal('-39.008855'), Decimal('77.946324'))	131-71-5587	加藤 陽一	yamaguchitaro@gmail.com	1694		kananakamura	1937-12-22	沖縄県西東京市元浅草1丁目19番4号 丸の内アーバン905	2018/10/14	O-	428
Souza		21089354606	Yasmin Cunha	rafaelalves@ig.com.br	1426		ycardoso	2015-09-27	"Fazenda da Cunha, 64
Vila Nova Paraíso
58600-106 Gomes das Pedras / PI"	08/21/2019, 00:00:00	A+	648
Peixoto e Filhos	(Decimal('-64.047412'), Decimal('110.061638'))	61942537891	Helena da Paz	davi-lucasmartins@gmail.com	546		nda-rocha	1956-01-26	"Passarela Sá
Acaiaca
17030-834 Duarte do Amparo / AL"	2021-02-05	A+	622
Gray, Price and Hernandez	(Decimal('-44.6965645'), Decimal('-150.445965'))	433-44-4770	William Cruz	stephen21@hotmail.com	297		ydean	1964-07-11	"3819 Robert Union Suite 366
Wileyhaven, NH 24566"	2024/10/10	AB-	124
Costela	(Decimal('-84.166495'), Decimal('95.737354'))	87560923429	Leandro Costela	maria-clara29@bol.com.br	2084		lunna71	1959-12-30	"Praça Montenegro, 42
São Sebastião
62415497 Melo / PA"	05/30/2019, 00:00:00	B-	433
合同会社加藤農林	(Decimal('47.5880755'), Decimal('119.103428'))	380-08-0006	藤井 知実	yosuke28@yahoo.com	449		matsumotoosamu	1958-05-27		2024/07/23	AB-	600
有限会社山田電気	(Decimal('43.887403'), Decimal('117.965426'))	504-22-5551	山崎 真綾	sgoto@yahoo.com	1583		katosatomi	2017-01-29	北海道あきる野市脚折町11丁目10番11号 コート花島992	12/24/2022, 00:00:00	B-	575
Williams, Adams and Jackson	(Decimal('1.9843225'), Decimal('100.697585'))	876-48-0780	Catherine Martinez	bradley69@yahoo.com	518		ncuevas	1975-04-25	"1224 Yang Canyon
Andrewtown, MT 40696"	2024-07-29	A+	560
斉藤食品株式会社	(Decimal('51.1588995'), Decimal('-39.885897'))	048-76-4663	木村 裕太	bmori@gmail.com	285		yuki62	1926-08-31		2024-07-19	A-	65
Mohaupt Mangold GmbH	(Decimal('-13.095046'), Decimal('45.348348'))	080-49-7570	Gerhild Mosemann-Süßebier	trubinanna-marie@gmail.com	1305		marek05	1969-04-21	"Cilly-Kusch-Ring 28
56193 Passau"	2019-01-16	O+	562
Ribeiro	(Decimal('80.4138115'), Decimal('-104.335102'))	52807691420	Ana Carolina Camargo	nsilva@bol.com.br	2		marcelajesus	1960-05-10		2023-08-26	AB+	437
Ludovisi e figli	(Decimal('-52.706152'), Decimal('-131.114864'))	GNVDRA33R06B364B	Salvi Zito	fantiniamalia@tele2.it	413		panzeraisabella	1930-06-19	"Contrada Pierina, 2
72012, Serranova Di Carovigno (BR)"	02/09/2022, 00:00:00	O-	254
有限会社中島保険	(Decimal('16.570506'), Decimal('130.202843'))	637-65-4090	中島 直子	yumikoendo@gmail.com	1701		maedahiroshi	2018-10-19		2022/08/06	A-	585
Monteiro	(Decimal('-81.767830'), Decimal('-118.577418'))	24896137582	Vitor Gabriel Campos	siqueiravitor-gabriel@bol.com.br	1833		emillygarcia	1939-05-20	"Esplanada Alana Azevedo, 45
Vila Santo Antônio
48092-220 Dias / SE"	08/24/2025, 00:00:00	B+	451
有限会社山田建設	(Decimal('17.110214'), Decimal('113.039169'))	652-13-4526	藤原 幹	yamazakimaaya@hotmail.com	697		bwatanabe		長崎県山武郡横芝光町芝公園20丁目11番10号 コート太田ヶ谷080	05/10/2022, 00:00:00	B-	675
Mcclure, Christensen and Ferguson	(Decimal('-40.6534445'), Decimal('-116.655053'))	378-17-2001	Erik Cooke	perezgabriel@yahoo.com	1971		garciamichelle		"3790 Simmons Shoals
Rogersfurt, VT 41717"	29 Dec 2019	B+	219
Sousa S/A	(Decimal('24.1317195'), Decimal('71.165370'))	71029346887	Luna Alves	fernandesayla@bol.com.br	1165		alanaazevedo	1958-02-03	"Vale Santos, 7
João Paulo Ii
09803-994 Sousa / AP"	2019/01/07	A+	320
Heinz	(Decimal('-19.731886'), Decimal('-124.509531'))	426-76-3128	Prof. Marieluise Thies B.Sc.	ortmannsigfried@hotmail.de	393		chuhn	1943-01-19	"Margrafweg 78/77
85419 Ludwigslust"	2022/08/17	A+	416
吉田通信合同会社	(Decimal('86.6111465'), Decimal('-138.026933'))	355-91-5879	中村 晃	minoru62@yahoo.com	1839		fukudaatsushi	2025-05-22	栃木県世田谷区木立39丁目26番1号 パレス白金378	2022/08/13	A-	208
田中ガス株式会社	(Decimal('-11.9466965'), Decimal('-4.511689'))	678-66-5462	鈴木 桃子	takahashimiki@gmail.com	1402		kobayashiyuta		長野県香取市下吉羽32丁目14番7号 花川戸パーク669	2019/10/24	B+	285
Castro Machado - EI	(Decimal('77.550471'), Decimal('23.740169'))	41276859058	Matteo da Luz	beatriz49@hotmail.com	249		da-costapietra	1937-01-16	"Feira Antony Freitas, 816
Garças
66644322 Aragão da Mata / AL"	2025-03-04	B+	414
Busoni-Cabrini s.r.l.	(Decimal('13.6212955'), Decimal('-82.802311'))	BNTDNL59D65L440E	Cecilia Casale	ngolgi@libero.it	189		ugolinotonisto	2001-04-14	"Rotonda Durante, 84
54027, Guinadi (MS)"	2019-11-23	O+	298
Parker-Munoz	(Decimal('18.807169'), Decimal('-160.854550'))	296-22-8908	Kathryn Bennett	hdavis@yahoo.com	368		bryandixon		"01486 Washington Ways
Taylorburgh, IA 47624"	2023-06-10	AB+	538
太田運輸有限会社	(Decimal('-73.096692'), Decimal('-14.184844'))	746-34-6290	鈴木 太一	kyamada@hotmail.com	2017		naoko93	2012-01-31	栃木県富津市轟22丁目19番10号	11/30/2024, 00:00:00	O-	246
株式会社藤原ガス	(Decimal('-57.2376045'), Decimal('-17.694752'))	510-11-5195	石井 直人	kobayashimomoko@gmail.com	486		wsato		宮城県山武市油井20丁目6番7号 パレス羽折町757	20 Mar 2023	A-	420
Hunt, West and Bryant	(Decimal('82.503142'), Decimal('-125.329206'))	116-91-6089	Michelle Powell	roygonzales@hotmail.com	1993		reginald32	1914-05-14	"USCGC Robles
FPO AP 73603"	2022/04/17	O+	17
Lee Ltd	(Decimal('82.2125215'), Decimal('-101.782642'))	888-58-3986	Dr. Melissa Murphy	zdudley@hotmail.com	996		tbrown	1944-01-03	"584 Montoya Track
West Derekstad, OH 57235"	06/13/2023, 00:00:00	B+	175
株式会社藤田情報	(Decimal('54.225820'), Decimal('-53.857799'))	273-44-1818	山本 七夏	hidekinakagawa@hotmail.com	226		tanakayosuke	1988-06-03	北海道羽村市勝どき32丁目13番11号	10/23/2023, 00:00:00	A+	164
Sabatini SPA	(Decimal('7.852854'), Decimal('142.633800'))	BRTBRC87M26E837Q	Lilla Detti	bcelentano@fastwebnet.it	127		xtamburi	1914-12-31	"Canale Daria, 89 Piano 1
46027, San Benedetto Po (MN)"	2024/04/12	A+	104
Scholz	(Decimal('1.8738475'), Decimal('-1.245741'))	100-68-3138	Karl Heinz Tintzmann	huhnmatteo@googlemail.com	180		doganpeukert	1944-08-22	"Telse-Zobel-Straße 2664
90245 Hamburg"	09/17/2024, 00:00:00	A-	183
山崎農林合同会社	(Decimal('-54.0628465'), Decimal('-24.516952'))	344-46-3542	渡辺 京助	mikakoyamamoto@gmail.com	1308		taichi48	1945-01-18	大分県横浜市西区三ノ輪17丁目13番17号	02 Jun 2021	B-	523
Cruz LLC	(Decimal('13.117107'), Decimal('-126.963050'))	145-44-0097	Kaitlin Davis	hharrington@yahoo.com	418		lisaglover		"65791 Daniel Prairie
Coxborough, WI 10189"	08/17/2024, 00:00:00	AB+	649
Ferrabosco, Faranda e Piacentini SPA	(Decimal('4.0949135'), Decimal('-170.025833'))	DNOMRA08C13L304W	Sig. Damiano Saracino	lludovisi@tin.it	94		lbranciforte		"Borgo Luisa, 531 Piano 9
33054, Lignano Pineta (UD)"	2019-07-30	B+	695
Holloway-Brown	(Decimal('-11.041367'), Decimal('4.891223'))	547-57-2755	Michael Wu	samuelspencer@gmail.com	1055		blakekevin	1964-12-22	"39355 Warren Loaf
Danielmouth, MS 03491"	2025/04/26	AB+	6
Marshall-Holmes	(Decimal('9.301318'), Decimal('-54.940008'))	193-95-1731	Larry Gardner	jenniferfernandez@yahoo.com	1465		bellsheri		"9571 Martinez Parks
Paultown, NH 28295"	08/31/2019, 00:00:00	A+	271
Ruberto, Ciampi e Duse Group	(Decimal('-81.2124555'), Decimal('34.815592'))	LMBNDA88C19G934Z	Erika Beffa	amandabonolis@outlook.com	1832		roccaromolo	1946-05-01	"Incrocio Solari, 90 Piano 8
86090, Longano (IS)"	06 Apr 2021	A-	587
Pacheco	(Decimal('-84.2427265'), Decimal('-130.407539'))	25870946310	Daniel Correia	ana-lauramartins@bol.com.br	1343		ana-beatriz02	1919-09-11	"Chácara Anna Liz Barbosa, 80
Lagoa
78686-882 Barros de Minas / AP"	07/03/2019, 00:00:00	B+	441
Medina Ltd	(Decimal('-13.4201355'), Decimal('176.648780'))	047-88-2416	Nathaniel Jones	angela74@hotmail.com	27		yjohnson	1941-04-19	"689 Erica Points Apt. 673
Olsonstad, MA 05985"	03/06/2022, 00:00:00	AB+	176
Gonçalves	(Decimal('31.1084635'), Decimal('-152.838742'))	46853917219	Isabella Gomes	isis00@gmail.com	1487		cirinolavinia	1965-04-11	"Recanto Arthur Gomes, 69
Nossa Senhora Da Aparecida
57675239 da Conceição da Prata / TO"	2023-02-01	A+	94
Viana	(Decimal('50.490946'), Decimal('88.597522'))	43502896151	Sr. Ravy Fernandes	lunnaguerra@ig.com.br	561		vitorianogueira	1963-11-30		27 May 2022	AB-	490
Rezende	(Decimal('-26.5952515'), Decimal('-150.063591'))	37019256406	Carolina Fernandes	pda-rosa@yahoo.com.br	2153		kmontenegro		"Largo de Souza, 31
Jardim Guanabara
73480-417 Nunes / RR"	2021/11/08	A+	655
Miller, Pearson and Salazar	(Decimal('-79.779720'), Decimal('134.794890'))	116-76-1041	Justin Adams	brandon83@gmail.com	482		simmonsdarren	1927-04-13	"PSC 3951, Box 5428
APO AE 74487"	04/05/2020, 00:00:00	AB-	391
Borges	(Decimal('7.481453'), Decimal('-122.177061'))	84709365148	Srta. Luiza Pereira	emachado@hotmail.com	2048		pnovaes		"Rua de Aparecida, 61
Barão Homem De Melo 2ª Seção
65027-779 Nascimento Alegre / PA"	2024-09-25	O+	136
株式会社池田保険	(Decimal('74.4723235'), Decimal('51.384156'))	005-42-0598	森 幹	shohei18@yahoo.com	172		maaya83	1934-10-09	茨城県川崎市中原区箪笥町38丁目19番6号 大中コート172	02/02/2019, 00:00:00	B+	682
松本銀行合同会社	(Decimal('78.5817625'), Decimal('-139.504200'))	553-94-0419	山崎 千代	asuka73@hotmail.com	19		yukihashimoto			2021-02-02	O+	115
Werner GmbH	(Decimal('-17.4697095'), Decimal('62.457019'))	778-24-0224	Dipl.-Ing. Darius Oderwald	bladeck@googlemail.com	1843		amelie89	1934-05-19	"Oda-Stumpf-Gasse 10-11
55612 Querfurt"	2022/07/28	B+	91
Walton PLC	(Decimal('21.840797'), Decimal('-103.742915'))	633-79-5020	Wayne Warner	cathy63@hotmail.com	1856		kfernandez		"2019 Jessica Route
Howardbury, MH 40148"	04 Sep 2022	AB-	237
Weinhold AG & Co. OHG	(Decimal('-86.775178'), Decimal('-117.469321'))	826-72-9750	Bernadette Hethur	william54@gmail.com	972		hubertkroker	1978-09-08	"Günter-Meyer-Allee 249
12752 Roding"	2021/08/08	AB+	6
Gonzales-Lane	(Decimal('27.595630'), Decimal('89.244866'))	839-41-1063	Richard Love	youngjames@yahoo.com	388		wmack	2022-07-15	"5216 Grant Spur Suite 154
Johnhaven, DC 23190"	05/21/2021, 00:00:00	O-	61
有限会社山崎情報	(Decimal('-31.8355755'), Decimal('23.692168'))	749-91-1925	石井 零	yasuhiro40@hotmail.com	1924		mikako12	2001-08-17	山口県新宿区高輪8丁目11番6号 勝どきクレスト224	22 Nov 2023	B-	546
Brenna, Persico e Ceschi e figli	(Decimal('-57.9210995'), Decimal('-123.950014'))	TRNNGN12R10F509N	Ruggero Bellocchio	martinobova@tin.it	626		govonifederica		"Borgo Giovanni, 60
27053, Verretto (PV)"	26 Sep 2022	A+	633
Bellucci, Aulenti e Antonioni s.r.l.	(Decimal('35.008630'), Decimal('38.266416'))	GZZLRZ42C49E891Y	Dott. Oreste Tron	pmazzocchi@libero.it	2013		pvasari		"Stretto Lodovico, 56
13847, Vallanzengo (BI)"	2019-04-25	AB-	255
